zone,file,year,topic,topic_confidence
texts_climate_only_Zone3,UNGA53_1998_ARG_53_1998_CLIMATE.txt,,3,1.0
texts_climate_only_Zone3,UNGA53_1998_ATG_53_1998_CLIMATE.txt,,0,0.6020572988018877
texts_climate_only_Zone3,UNGA53_1998_AUT_53_1998_CLIMATE.txt,,3,0.692745365859836
texts_climate_only_Zone3,UNGA53_1998_BGD_53_1998_CLIMATE.txt,,-1,0.06616106448262059
texts_climate_only_Zone3,UNGA53_1998_BHR_53_1998_CLIMATE.txt,,3,1.0
texts_climate_only_Zone3,UNGA53_1998_BHS_53_1998_CLIMATE.txt,,0,1.0
texts_climate_only_Zone3,UNGA53_1998_CAN_53_1998_CLIMATE.txt,,3,0.6498172089583141
texts_climate_only_Zone3,UNGA53_1998_CHL_53_1998_CLIMATE.txt,,1,0.42503911875249617
texts_climate_only_Zone3,UNGA53_1998_CHN_53_1998_CLIMATE.txt,,1,0.58507386772758
texts_climate_only_Zone3,UNGA53_1998_CRI_53_1998_CLIMATE.txt,,5,0.2911691981135698
texts_climate_only_Zone3,UNGA53_1998_CZE_53_1998_CLIMATE.txt,,1,1.0
texts_climate_only_Zone3,UNGA53_1998_DEU_53_1998_CLIMATE.txt,,3,0.543509493776578
texts_climate_only_Zone3,UNGA53_1998_DMA_53_1998_CLIMATE.txt,,1,0.31247389464621284
texts_climate_only_Zone3,UNGA53_1998_FSM_53_1998_CLIMATE.txt,,3,0.8548347586498355
texts_climate_only_Zone3,UNGA53_1998_GAB_53_1998_CLIMATE.txt,,2,0.475176529160978
texts_climate_only_Zone3,UNGA53_1998_GBR_53_1998_CLIMATE.txt,,3,1.0
texts_climate_only_Zone3,UNGA53_1998_GUY_53_1998_CLIMATE.txt,,0,0.7178723878786188
texts_climate_only_Zone3,UNGA53_1998_ISL_53_1998_CLIMATE.txt,,-1,0.12282975660907877
texts_climate_only_Zone3,UNGA53_1998_JAM_53_1998_CLIMATE.txt,,0,0.46603415163079187
texts_climate_only_Zone3,UNGA53_1998_KOR_53_1998_CLIMATE.txt,,3,0.734430390286539
texts_climate_only_Zone3,UNGA53_1998_LTU_53_1998_CLIMATE.txt,,3,0.5328811960989498
texts_climate_only_Zone3,UNGA53_1998_LUX_53_1998_CLIMATE.txt,,3,0.36633422979828123
texts_climate_only_Zone3,UNGA53_1998_MCO_53_1998_CLIMATE.txt,,2,0.4429232335593398
texts_climate_only_Zone3,UNGA53_1998_MDV_53_1998_CLIMATE.txt,,0,0.5577860966901651
texts_climate_only_Zone3,UNGA53_1998_MUS_53_1998_CLIMATE.txt,,1,0.5648412726739374
texts_climate_only_Zone3,UNGA53_1998_NIC_53_1998_CLIMATE.txt,,3,1.0
texts_climate_only_Zone3,UNGA53_1998_NZL_53_1998_CLIMATE.txt,,3,0.5620935127826107
texts_climate_only_Zone3,UNGA53_1998_PHL_53_1998_CLIMATE.txt,,3,0.6741035659985423
texts_climate_only_Zone3,UNGA53_1998_PNG_53_1998_CLIMATE.txt,,0,0.20577176549967716
texts_climate_only_Zone3,UNGA53_1998_POL_53_1998_CLIMATE.txt,,1,0.616810014077659
texts_climate_only_Zone3,UNGA53_1998_QAT_53_1998_CLIMATE.txt,,1,1.0
texts_climate_only_Zone3,UNGA53_1998_SAU_53_1998_CLIMATE.txt,,1,1.0
texts_climate_only_Zone3,UNGA53_1998_SLB_53_1998_CLIMATE.txt,,3,1.0
texts_climate_only_Zone3,UNGA53_1998_SYC_53_1998_CLIMATE.txt,,3,0.6966015214831056
texts_climate_only_Zone3,UNGA53_1998_TKM_53_1998_CLIMATE.txt,,3,0.7056255199277494
texts_climate_only_Zone3,UNGA53_1998_TTO_53_1998_CLIMATE.txt,,-1,0.18668228589794175
texts_climate_only_Zone3,UNGA53_1998_VCT_53_1998_CLIMATE.txt,,0,0.6565169655648989
texts_climate_only_Zone3,UNGA53_1998_VUT_53_1998_CLIMATE.txt,,0,0.8986928826914957
texts_climate_only_Zone3,UNGA53_1998_WSM_53_1998_CLIMATE.txt,,0,0.852352237957706
texts_climate_only_Zone3,UNGA53_1998_ZMB_53_1998_CLIMATE.txt,,-1,0.33553403804170007
texts_climate_only_Zone3,UNGA54_1999_AND_54_1999_CLIMATE.txt,,2,0.638279888843762
texts_climate_only_Zone3,UNGA54_1999_ARG_54_1999_CLIMATE.txt,,3,1.0
texts_climate_only_Zone3,UNGA54_1999_BRB_54_1999_CLIMATE.txt,,2,0.5138318376589551
texts_climate_only_Zone3,UNGA54_1999_CHL_54_1999_CLIMATE.txt,,1,0.42564669331024396
texts_climate_only_Zone3,UNGA54_1999_CRI_54_1999_CLIMATE.txt,,5,0.3145646929837274
texts_climate_only_Zone3,UNGA54_1999_DEU_54_1999_CLIMATE.txt,,1,1.0
texts_climate_only_Zone3,UNGA54_1999_DNK_54_1999_CLIMATE.txt,,2,1.0
texts_climate_only_Zone3,UNGA54_1999_FIN_54_1999_CLIMATE.txt,,3,0.6792943595155246
texts_climate_only_Zone3,UNGA54_1999_FRA_54_1999_CLIMATE.txt,,3,0.2398168655283069
texts_climate_only_Zone3,UNGA54_1999_FSM_54_1999_CLIMATE.txt,,0,0.5256790837348693
texts_climate_only_Zone3,UNGA54_1999_IRL_54_1999_CLIMATE.txt,,1,0.5380902302835359
texts_climate_only_Zone3,UNGA54_1999_JPN_54_1999_CLIMATE.txt,,0,0.6115460846867063
texts_climate_only_Zone3,UNGA54_1999_KAZ_54_1999_CLIMATE.txt,,1,0.8076510755824805
texts_climate_only_Zone3,UNGA54_1999_MDV_54_1999_CLIMATE.txt,,0,0.37160625213587656
texts_climate_only_Zone3,UNGA54_1999_MHL_54_1999_CLIMATE.txt,,0,1.0
texts_climate_only_Zone3,UNGA54_1999_NIC_54_1999_CLIMATE.txt,,3,0.35629939761840146
texts_climate_only_Zone3,UNGA54_1999_NOR_54_1999_CLIMATE.txt,,2,0.602399249628934
texts_climate_only_Zone3,UNGA54_1999_NZL_54_1999_CLIMATE.txt,,1,0.6553111020939242
texts_climate_only_Zone3,UNGA54_1999_PLW_54_1999_CLIMATE.txt,,0,0.3164958657312397
texts_climate_only_Zone3,UNGA54_1999_PNG_54_1999_CLIMATE.txt,,0,1.0
texts_climate_only_Zone3,UNGA54_1999_QAT_54_1999_CLIMATE.txt,,1,0.6627385335455858
texts_climate_only_Zone3,UNGA54_1999_SLB_54_1999_CLIMATE.txt,,0,0.49652283147249926
texts_climate_only_Zone3,UNGA54_1999_SLE_54_1999_CLIMATE.txt,,1,0.6383998761491906
texts_climate_only_Zone3,UNGA54_1999_USA_54_1999_CLIMATE.txt,,1,0.6323964726857579
texts_climate_only_Zone3,UNGA54_1999_WSM_54_1999_CLIMATE.txt,,1,0.4940962912255828
texts_climate_only_Zone3,UNGA55_2000_ARG_55_2000_CLIMATE.txt,,3,0.32889053802950735
texts_climate_only_Zone3,UNGA55_2000_BGR_55_2000_CLIMATE.txt,,1,0.5125436368051828
texts_climate_only_Zone3,UNGA55_2000_BHS_55_2000_CLIMATE.txt,,1,0.4793476424340626
texts_climate_only_Zone3,UNGA55_2000_BLR_55_2000_CLIMATE.txt,,3,0.4113259638764825
texts_climate_only_Zone3,UNGA55_2000_BLZ_55_2000_CLIMATE.txt,,3,0.6264410982291914
texts_climate_only_Zone3,UNGA55_2000_CHL_55_2000_CLIMATE.txt,,3,0.2854702363904451
texts_climate_only_Zone3,UNGA55_2000_COL_55_2000_CLIMATE.txt,,5,0.727805877133691
texts_climate_only_Zone3,UNGA55_2000_CRI_55_2000_CLIMATE.txt,,3,0.25460627235913313
texts_climate_only_Zone3,UNGA55_2000_CYP_55_2000_CLIMATE.txt,,0,0.6028638719222141
texts_climate_only_Zone3,UNGA55_2000_DEU_55_2000_CLIMATE.txt,,3,0.6535113657337228
texts_climate_only_Zone3,UNGA55_2000_ESP_55_2000_CLIMATE.txt,,3,1.0
texts_climate_only_Zone3,UNGA55_2000_FSM_55_2000_CLIMATE.txt,,0,0.5143416898745946
