zone,file,year,topic,topic_confidence
texts_climate_only_Zone4,UNGA65_2010_AFG_65_2010_CLIMATE.txt,,1,0.3878806870449592
texts_climate_only_Zone4,UNGA65_2010_AGO_65_2010_CLIMATE.txt,,6,1.0
texts_climate_only_Zone4,UNGA65_2010_ALB_65_2010_CLIMATE.txt,,11,1.0
texts_climate_only_Zone4,UNGA65_2010_AND_65_2010_CLIMATE.txt,,2,0.5669560796917644
texts_climate_only_Zone4,UNGA65_2010_ARE_65_2010_CLIMATE.txt,,-1,0.22794663130076634
texts_climate_only_Zone4,UNGA65_2010_ARG_65_2010_CLIMATE.txt,,2,0.7016980941658851
texts_climate_only_Zone4,UNGA65_2010_ARM_65_2010_CLIMATE.txt,,-1,0.03125105824237595
texts_climate_only_Zone4,UNGA65_2010_ATG_65_2010_CLIMATE.txt,,-1,0.09681048591819319
texts_climate_only_Zone4,UNGA65_2010_AUS_65_2010_CLIMATE.txt,,-1,0.1732783731784496
texts_climate_only_Zone4,UNGA65_2010_AUT_65_2010_CLIMATE.txt,,-1,0.08184458001882274
texts_climate_only_Zone4,UNGA65_2010_AZE_65_2010_CLIMATE.txt,,5,1.0
texts_climate_only_Zone4,UNGA65_2010_BDI_65_2010_CLIMATE.txt,,1,0.1563240148857576
texts_climate_only_Zone4,UNGA65_2010_BEL_65_2010_CLIMATE.txt,,-1,0.0761071994946039
texts_climate_only_Zone4,UNGA65_2010_BEN_65_2010_CLIMATE.txt,,6,0.7707952846765824
texts_climate_only_Zone4,UNGA65_2010_BFA_65_2010_CLIMATE.txt,,7,1.0
texts_climate_only_Zone4,UNGA65_2010_BGD_65_2010_CLIMATE.txt,,-1,0.02145594682348441
texts_climate_only_Zone4,UNGA65_2010_BGR_65_2010_CLIMATE.txt,,-1,0.0800175754934624
texts_climate_only_Zone4,UNGA65_2010_BHS_65_2010_CLIMATE.txt,,0,1.0
texts_climate_only_Zone4,UNGA65_2010_BLR_65_2010_CLIMATE.txt,,2,0.26269876395353
texts_climate_only_Zone4,UNGA65_2010_BOL_65_2010_CLIMATE.txt,,-1,0.16518062785640342
texts_climate_only_Zone4,UNGA65_2010_BRA_65_2010_CLIMATE.txt,,-1,0.2393247213817986
texts_climate_only_Zone4,UNGA65_2010_BRB_65_2010_CLIMATE.txt,,0,1.0
texts_climate_only_Zone4,UNGA65_2010_BTN_65_2010_CLIMATE.txt,,2,0.09908938746013178
texts_climate_only_Zone4,UNGA65_2010_BWA_65_2010_CLIMATE.txt,,8,0.2684826937250328
texts_climate_only_Zone4,UNGA65_2010_CAF_65_2010_CLIMATE.txt,,2,1.0
texts_climate_only_Zone4,UNGA65_2010_CAN_65_2010_CLIMATE.txt,,-1,0.15368997943122018
texts_climate_only_Zone4,UNGA65_2010_CHE_65_2010_CLIMATE.txt,,-1,0.15846098447520424
texts_climate_only_Zone4,UNGA65_2010_CHL_65_2010_CLIMATE.txt,,-1,0.20566067491384038
texts_climate_only_Zone4,UNGA65_2010_CIV_65_2010_CLIMATE.txt,,-1,0.1573240092924997
texts_climate_only_Zone4,UNGA65_2010_CMR_65_2010_CLIMATE.txt,,1,1.0
texts_climate_only_Zone4,UNGA65_2010_COD_65_2010_CLIMATE.txt,,-1,0.03809713311247379
texts_climate_only_Zone4,UNGA65_2010_COG_65_2010_CLIMATE.txt,,4,1.0
texts_climate_only_Zone4,UNGA65_2010_COL_65_2010_CLIMATE.txt,,4,1.0
texts_climate_only_Zone4,UNGA65_2010_CPV_65_2010_CLIMATE.txt,,0,1.0
texts_climate_only_Zone4,UNGA65_2010_CRI_65_2010_CLIMATE.txt,,2,1.0
texts_climate_only_Zone4,UNGA65_2010_CUB_65_2010_CLIMATE.txt,,-1,0.1282167807935928
texts_climate_only_Zone4,UNGA65_2010_CYP_65_2010_CLIMATE.txt,,-1,0.15629204725262066
texts_climate_only_Zone4,UNGA65_2010_CZE_65_2010_CLIMATE.txt,,-1,0.0767131253227306
texts_climate_only_Zone4,UNGA65_2010_DEU_65_2010_CLIMATE.txt,,-1,0.10979278037585645
texts_climate_only_Zone4,UNGA65_2010_DMA_65_2010_CLIMATE.txt,,0,0.5163035756683698
texts_climate_only_Zone4,UNGA65_2010_DNK_65_2010_CLIMATE.txt,,2,0.17084879485997845
texts_climate_only_Zone4,UNGA65_2010_DOM_65_2010_CLIMATE.txt,,-1,0.11506137342661964
texts_climate_only_Zone4,UNGA65_2010_DZA_65_2010_CLIMATE.txt,,2,1.0
