zone,file,year,topic,topic_confidence
texts_climate_only_Zone1,UNGA40_1985_BEL_40_1985_CLIMATE.txt,,1,0.6646424920561443
texts_climate_only_Zone1,UNGA40_1985_DJI_40_1985_CLIMATE.txt,,0,1.0
texts_climate_only_Zone1,UNGA40_1985_SUR_40_1985_CLIMATE.txt,,0,1.0
texts_climate_only_Zone1,UNGA40_1985_ZWE_40_1985_CLIMATE.txt,,0,1.0
texts_climate_only_Zone1,UNGA41_1986_AUT_41_1986_CLIMATE.txt,,-1,0.461285098911721
texts_climate_only_Zone1,UNGA41_1986_BHS_41_1986_CLIMATE.txt,,1,0.7485526044946669
texts_climate_only_Zone1,UNGA42_1987_AUT_42_1987_CLIMATE.txt,,1,1.0
texts_climate_only_Zone1,UNGA42_1987_CAN_42_1987_CLIMATE.txt,,1,1.0
texts_climate_only_Zone1,UNGA42_1987_CHL_42_1987_CLIMATE.txt,,0,0.5753236220045176
texts_climate_only_Zone1,UNGA42_1987_DEU_42_1987_CLIMATE.txt,,0,1.0
texts_climate_only_Zone1,UNGA42_1987_ISL_42_1987_CLIMATE.txt,,0,0.6841398716282647
texts_climate_only_Zone1,UNGA42_1987_MRT_42_1987_CLIMATE.txt,,-1,0.4788766163292709
texts_climate_only_Zone1,UNGA42_1987_PHL_42_1987_CLIMATE.txt,,0,1.0
texts_climate_only_Zone1,UNGA42_1987_SOM_42_1987_CLIMATE.txt,,0,1.0
texts_climate_only_Zone1,UNGA42_1987_WSM_42_1987_CLIMATE.txt,,1,1.0
texts_climate_only_Zone1,UNGA43_1988_ATG_43_1988_CLIMATE.txt,,1,1.0
texts_climate_only_Zone1,UNGA43_1988_AUS_43_1988_CLIMATE.txt,,2,0.6864634074419169
texts_climate_only_Zone1,UNGA43_1988_AUT_43_1988_CLIMATE.txt,,1,1.0
texts_climate_only_Zone1,UNGA43_1988_BFA_43_1988_CLIMATE.txt,,0,0.4274750577704889
texts_climate_only_Zone1,UNGA43_1988_BGR_43_1988_CLIMATE.txt,,0,0.844694442740601
texts_climate_only_Zone1,UNGA43_1988_BRB_43_1988_CLIMATE.txt,,0,0.6841300743770602
texts_climate_only_Zone1,UNGA43_1988_BTN_43_1988_CLIMATE.txt,,0,0.743887581502492
texts_climate_only_Zone1,UNGA43_1988_CAN_43_1988_CLIMATE.txt,,1,0.8436520573112822
texts_climate_only_Zone1,UNGA43_1988_CYP_43_1988_CLIMATE.txt,,0,1.0
texts_climate_only_Zone1,UNGA43_1988_DEU_43_1988_CLIMATE.txt,,-1,0.30365647909945664
texts_climate_only_Zone1,UNGA43_1988_GBR_43_1988_CLIMATE.txt,,-1,0.30855495163746327
texts_climate_only_Zone1,UNGA43_1988_GNQ_43_1988_CLIMATE.txt,,1,0.897572700206362
texts_climate_only_Zone1,UNGA43_1988_IDN_43_1988_CLIMATE.txt,,1,1.0
texts_climate_only_Zone1,UNGA43_1988_ISL_43_1988_CLIMATE.txt,,0,0.5546125437592475
texts_climate_only_Zone1,UNGA43_1988_JPN_43_1988_CLIMATE.txt,,0,0.8122566879619344
