Zone,File,Year,Units,NumUnits,MeanCompound,MedianCompound,StdCompound
texts_climate_only_Zone1,UNGA40_1985_BEL_40_1985_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA40_1985_DJI_40_1985_CLIMATE.txt,,sentences,1,-0.296,-0.296,0.0
texts_climate_only_Zone1,UNGA40_1985_DZA_40_1985_CLIMATE.txt,,sentences,1,-0.3818,-0.3818,0.0
texts_climate_only_Zone1,UNGA40_1985_LKA_40_1985_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA40_1985_SUR_40_1985_CLIMATE.txt,,sentences,1,-0.7579,-0.7579,0.0
texts_climate_only_Zone1,UNGA40_1985_ZWE_40_1985_CLIMATE.txt,,sentences,1,-0.9678,-0.9678,0.0
texts_climate_only_Zone1,UNGA41_1986_AUT_41_1986_CLIMATE.txt,,sentences,2,0.4037,0.4037,0.4037
texts_climate_only_Zone1,UNGA41_1986_BHS_41_1986_CLIMATE.txt,,sentences,1,0.4019,0.4019,0.0
texts_climate_only_Zone1,UNGA42_1987_AUT_42_1987_CLIMATE.txt,,sentences,2,-0.26335,-0.26335,0.26335
texts_climate_only_Zone1,UNGA42_1987_CAN_42_1987_CLIMATE.txt,,sentences,1,0.1779,0.1779,0.0
texts_climate_only_Zone1,UNGA42_1987_CHL_42_1987_CLIMATE.txt,,sentences,1,0.2263,0.2263,0.0
texts_climate_only_Zone1,UNGA42_1987_DEU_42_1987_CLIMATE.txt,,sentences,2,0.050199999999999995,0.050199999999999995,0.45209999999999995
texts_climate_only_Zone1,UNGA42_1987_ISL_42_1987_CLIMATE.txt,,sentences,1,-0.7414,-0.7414,0.0
texts_climate_only_Zone1,UNGA42_1987_MRT_42_1987_CLIMATE.txt,,sentences,1,-0.5236,-0.5236,0.0
texts_climate_only_Zone1,UNGA42_1987_PHL_42_1987_CLIMATE.txt,,sentences,1,-0.6808,-0.6808,0.0
texts_climate_only_Zone1,UNGA42_1987_SOM_42_1987_CLIMATE.txt,,sentences,1,-0.6844,-0.6844,0.0
texts_climate_only_Zone1,UNGA42_1987_WSM_42_1987_CLIMATE.txt,,sentences,2,-0.36595,-0.36595,0.5438500000000001
texts_climate_only_Zone1,UNGA43_1988_ATG_43_1988_CLIMATE.txt,,sentences,2,0.55545,0.55545,0.11504999999999999
texts_climate_only_Zone1,UNGA43_1988_AUS_43_1988_CLIMATE.txt,,sentences,2,-0.16235,-0.16235,0.23954999999999999
texts_climate_only_Zone1,UNGA43_1988_AUT_43_1988_CLIMATE.txt,,sentences,3,0.0016333333333333085,0.0516,0.6202789175488359
texts_climate_only_Zone1,UNGA43_1988_BFA_43_1988_CLIMATE.txt,,sentences,1,-0.4019,-0.4019,0.0
texts_climate_only_Zone1,UNGA43_1988_BGR_43_1988_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA43_1988_BRB_43_1988_CLIMATE.txt,,sentences,1,0.0772,0.0772,0.0
texts_climate_only_Zone1,UNGA43_1988_BTN_43_1988_CLIMATE.txt,,sentences,2,-0.15125,-0.15125,0.64515
texts_climate_only_Zone1,UNGA43_1988_CAN_43_1988_CLIMATE.txt,,sentences,3,0.24996666666666667,0.2732,0.195304144576834
texts_climate_only_Zone1,UNGA43_1988_CYP_43_1988_CLIMATE.txt,,sentences,1,-0.6808,-0.6808,0.0
texts_climate_only_Zone1,UNGA43_1988_DEU_43_1988_CLIMATE.txt,,sentences,3,-0.4832666666666667,-0.5719,0.3638397113504181
texts_climate_only_Zone1,UNGA43_1988_GBR_43_1988_CLIMATE.txt,,sentences,4,-0.11962499999999998,0.0,0.33435511342732593
texts_climate_only_Zone1,UNGA43_1988_GNQ_43_1988_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA43_1988_IDN_43_1988_CLIMATE.txt,,sentences,2,-0.21075,-0.21075,0.21075
texts_climate_only_Zone1,UNGA43_1988_ISL_43_1988_CLIMATE.txt,,sentences,1,-0.2919,-0.2919,0.0
texts_climate_only_Zone1,UNGA43_1988_JPN_43_1988_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA43_1988_LCA_43_1988_CLIMATE.txt,,sentences,1,0.2263,0.2263,0.0
texts_climate_only_Zone1,UNGA43_1988_LUX_43_1988_CLIMATE.txt,,sentences,5,0.16986,0.1531,0.18112979434648513
texts_climate_only_Zone1,UNGA43_1988_MDV_43_1988_CLIMATE.txt,,sentences,6,-0.2124,-0.318,0.458929954713498
texts_climate_only_Zone1,UNGA43_1988_MLT_43_1988_CLIMATE.txt,,sentences,3,0.09659999999999998,0.4588,0.6510643798171319
texts_climate_only_Zone1,UNGA43_1988_MUS_43_1988_CLIMATE.txt,,sentences,1,0.296,0.296,0.0
texts_climate_only_Zone1,UNGA43_1988_MYS_43_1988_CLIMATE.txt,,sentences,1,0.5994,0.5994,0.0
texts_climate_only_Zone1,UNGA43_1988_NPL_43_1988_CLIMATE.txt,,sentences,1,0.7964,0.7964,0.0
texts_climate_only_Zone1,UNGA43_1988_NZL_43_1988_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA43_1988_RUS_43_1988_CLIMATE.txt,,sentences,3,-0.3731333333333333,-0.2263,0.22483784280132993
texts_climate_only_Zone1,UNGA43_1988_RWA_43_1988_CLIMATE.txt,,sentences,2,-0.45765,-0.45765,0.45765
texts_climate_only_Zone1,UNGA43_1988_SWE_43_1988_CLIMATE.txt,,sentences,3,-0.2539666666666666,-0.128,0.2936872070001612
texts_climate_only_Zone1,UNGA43_1988_VCT_43_1988_CLIMATE.txt,,sentences,1,-0.6124,-0.6124,0.0
texts_climate_only_Zone1,UNGA43_1988_VUT_43_1988_CLIMATE.txt,,sentences,3,-0.05339999999999998,0.2263,0.42914618332995413
texts_climate_only_Zone1,UNGA43_1988_WSM_43_1988_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA43_1988_ZWE_43_1988_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA44_1989_ATG_44_1989_CLIMATE.txt,,sentences,5,-0.1303,-0.296,0.6105490185071138
texts_climate_only_Zone1,UNGA44_1989_AUS_44_1989_CLIMATE.txt,,sentences,1,-0.3612,-0.3612,0.0
texts_climate_only_Zone1,UNGA44_1989_AUT_44_1989_CLIMATE.txt,,sentences,2,0.6996,0.6996,0.01880000000000004
texts_climate_only_Zone1,UNGA44_1989_BDI_44_1989_CLIMATE.txt,,sentences,1,-0.8625,-0.8625,0.0
texts_climate_only_Zone1,UNGA44_1989_BEN_44_1989_CLIMATE.txt,,sentences,1,0.6369,0.6369,0.0
texts_climate_only_Zone1,UNGA44_1989_BGD_44_1989_CLIMATE.txt,,sentences,2,0.13695,0.13695,0.26495
texts_climate_only_Zone1,UNGA44_1989_BLR_44_1989_CLIMATE.txt,,sentences,1,-0.7184,-0.7184,0.0
texts_climate_only_Zone1,UNGA44_1989_BLZ_44_1989_CLIMATE.txt,,sentences,3,-0.05363333333333333,0.1531,0.4791820901865548
texts_climate_only_Zone1,UNGA44_1989_BRA_44_1989_CLIMATE.txt,,sentences,1,-0.6808,-0.6808,0.0
texts_climate_only_Zone1,UNGA44_1989_BRB_44_1989_CLIMATE.txt,,sentences,1,-0.9732,-0.9732,0.0
texts_climate_only_Zone1,UNGA44_1989_BWA_44_1989_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA44_1989_CAN_44_1989_CLIMATE.txt,,sentences,3,-0.14159999999999998,-0.4215,0.5576761963720525
texts_climate_only_Zone1,UNGA44_1989_CPV_44_1989_CLIMATE.txt,,sentences,2,0.836,0.836,0.10089999999999999
texts_climate_only_Zone1,UNGA44_1989_CRI_44_1989_CLIMATE.txt,,sentences,3,-0.18376666666666666,-0.3612,0.409062231071128
texts_climate_only_Zone1,UNGA44_1989_CYP_44_1989_CLIMATE.txt,,sentences,1,0.8807,0.8807,0.0
texts_climate_only_Zone1,UNGA44_1989_DEU_44_1989_CLIMATE.txt,,sentences,2,-0.029849999999999988,-0.029849999999999988,0.78775
texts_climate_only_Zone1,UNGA44_1989_DNK_44_1989_CLIMATE.txt,,sentences,1,-0.2263,-0.2263,0.0
texts_climate_only_Zone1,UNGA44_1989_ESP_44_1989_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA44_1989_FIN_44_1989_CLIMATE.txt,,sentences,7,0.09692857142857143,0.2023,0.42110496388934304
texts_climate_only_Zone1,UNGA44_1989_FJI_44_1989_CLIMATE.txt,,sentences,1,0.1531,0.1531,0.0
texts_climate_only_Zone1,UNGA44_1989_FRA_44_1989_CLIMATE.txt,,sentences,4,0.09310000000000002,0.08205000000000001,0.6279802425236004
texts_climate_only_Zone1,UNGA44_1989_GAB_44_1989_CLIMATE.txt,,sentences,1,-0.5423,-0.5423,0.0
texts_climate_only_Zone1,UNGA44_1989_GBR_44_1989_CLIMATE.txt,,sentences,3,0.1291,0.0,0.5822188420173294
texts_climate_only_Zone1,UNGA44_1989_GHA_44_1989_CLIMATE.txt,,sentences,1,-0.875,-0.875,0.0
texts_climate_only_Zone1,UNGA44_1989_GIN_44_1989_CLIMATE.txt,,sentences,2,0.56555,0.56555,0.14405
texts_climate_only_Zone1,UNGA44_1989_GMB_44_1989_CLIMATE.txt,,sentences,1,-0.5267,-0.5267,0.0
texts_climate_only_Zone1,UNGA44_1989_GTM_44_1989_CLIMATE.txt,,sentences,1,-0.5402,-0.5402,0.0
texts_climate_only_Zone1,UNGA44_1989_IDN_44_1989_CLIMATE.txt,,sentences,1,-0.836,-0.836,0.0
texts_climate_only_Zone1,UNGA44_1989_IRL_44_1989_CLIMATE.txt,,sentences,1,0.836,0.836,0.0
texts_climate_only_Zone1,UNGA44_1989_IRQ_44_1989_CLIMATE.txt,,sentences,1,-0.7861,-0.7861,0.0
texts_climate_only_Zone1,UNGA44_1989_ISL_44_1989_CLIMATE.txt,,sentences,3,0.08049999999999997,0.0,0.49112570692237234
texts_climate_only_Zone1,UNGA44_1989_ITA_44_1989_CLIMATE.txt,,sentences,1,0.5556,0.5556,0.0
texts_climate_only_Zone1,UNGA44_1989_JPN_44_1989_CLIMATE.txt,,sentences,4,-0.061975,0.07655,0.464285609162076
texts_climate_only_Zone1,UNGA44_1989_LBR_44_1989_CLIMATE.txt,,sentences,2,-0.04684999999999999,-0.04684999999999999,0.24914999999999998
texts_climate_only_Zone1,UNGA44_1989_LBY_44_1989_CLIMATE.txt,,sentences,1,-0.0772,-0.0772,0.0
texts_climate_only_Zone1,UNGA44_1989_LSO_44_1989_CLIMATE.txt,,sentences,1,0.4588,0.4588,0.0
texts_climate_only_Zone1,UNGA44_1989_LUX_44_1989_CLIMATE.txt,,sentences,2,-0.6044,-0.6044,0.03250000000000003
texts_climate_only_Zone1,UNGA44_1989_MAR_44_1989_CLIMATE.txt,,sentences,2,-0.12,-0.12,0.6306
texts_climate_only_Zone1,UNGA44_1989_MDV_44_1989_CLIMATE.txt,,sentences,3,0.32539999999999997,0.3612,0.35648420254853747
texts_climate_only_Zone1,UNGA44_1989_MEX_44_1989_CLIMATE.txt,,sentences,1,0.2023,0.2023,0.0
texts_climate_only_Zone1,UNGA44_1989_MLI_44_1989_CLIMATE.txt,,sentences,2,-0.49775,-0.49775,0.31984999999999997
texts_climate_only_Zone1,UNGA44_1989_MLT_44_1989_CLIMATE.txt,,sentences,6,0.40881666666666666,0.56465,0.45295497722057193
texts_climate_only_Zone1,UNGA44_1989_MUS_44_1989_CLIMATE.txt,,sentences,2,-0.5897,-0.5897,0.16820000000000002
texts_climate_only_Zone1,UNGA44_1989_MYS_44_1989_CLIMATE.txt,,sentences,1,0.2023,0.2023,0.0
texts_climate_only_Zone1,UNGA44_1989_NER_44_1989_CLIMATE.txt,,sentences,1,-0.5267,-0.5267,0.0
texts_climate_only_Zone1,UNGA44_1989_NIC_44_1989_CLIMATE.txt,,sentences,1,-0.6597,-0.6597,0.0
texts_climate_only_Zone1,UNGA44_1989_NLD_44_1989_CLIMATE.txt,,sentences,8,0.1576125,0.31835,0.6109780549199374
texts_climate_only_Zone1,UNGA44_1989_NOR_44_1989_CLIMATE.txt,,sentences,16,0.12489375000000001,0.0,0.35068935589198813
texts_climate_only_Zone1,UNGA44_1989_NPL_44_1989_CLIMATE.txt,,sentences,4,-0.247475,-0.0898,0.3123207275782381
texts_climate_only_Zone1,UNGA44_1989_NZL_44_1989_CLIMATE.txt,,sentences,18,0.1605388888888889,0.0,0.39994809960361505
texts_climate_only_Zone1,UNGA44_1989_SDN_44_1989_CLIMATE.txt,,sentences,1,-0.1531,-0.1531,0.0
texts_climate_only_Zone1,UNGA44_1989_SLB_44_1989_CLIMATE.txt,,sentences,4,-0.346875,-0.31095,0.27789991341308473
texts_climate_only_Zone1,UNGA44_1989_SUR_44_1989_CLIMATE.txt,,sentences,1,0.707,0.707,0.0
texts_climate_only_Zone1,UNGA44_1989_SYC_44_1989_CLIMATE.txt,,sentences,5,-0.26008,-0.3417,0.47715678094311936
texts_climate_only_Zone1,UNGA44_1989_THA_44_1989_CLIMATE.txt,,sentences,1,-0.836,-0.836,0.0
texts_climate_only_Zone1,UNGA44_1989_USA_44_1989_CLIMATE.txt,,sentences,2,0.1237,0.1237,0.1495
texts_climate_only_Zone1,UNGA44_1989_VCT_44_1989_CLIMATE.txt,,sentences,1,-0.4215,-0.4215,0.0
texts_climate_only_Zone1,UNGA44_1989_VEN_44_1989_CLIMATE.txt,,sentences,1,0.765,0.765,0.0
texts_climate_only_Zone1,UNGA44_1989_ZWE_44_1989_CLIMATE.txt,,sentences,2,-0.32445,-0.32445,0.47755000000000003
texts_climate_only_Zone1,UNGA45_1990_ATG_45_1990_CLIMATE.txt,,sentences,1,-0.6597,-0.6597,0.0
texts_climate_only_Zone1,UNGA45_1990_AUT_45_1990_CLIMATE.txt,,sentences,3,-0.028633333333333344,0.1531,0.3442184028910844
texts_climate_only_Zone1,UNGA45_1990_BFA_45_1990_CLIMATE.txt,,sentences,1,0.5267,0.5267,0.0
texts_climate_only_Zone1,UNGA45_1990_BGD_45_1990_CLIMATE.txt,,sentences,1,0.6597,0.6597,0.0
texts_climate_only_Zone1,UNGA45_1990_CHN_45_1990_CLIMATE.txt,,sentences,1,0.7028,0.7028,0.0
texts_climate_only_Zone1,UNGA45_1990_COD_45_1990_CLIMATE.txt,,sentences,3,0.00996666666666666,0.3182,0.5517913635504718
texts_climate_only_Zone1,UNGA45_1990_CPV_45_1990_CLIMATE.txt,,sentences,1,0.886,0.886,0.0
texts_climate_only_Zone1,UNGA45_1990_CYP_45_1990_CLIMATE.txt,,sentences,1,-0.4939,-0.4939,0.0
texts_climate_only_Zone1,UNGA45_1990_DEU_45_1990_CLIMATE.txt,,sentences,3,-0.14666666666666667,-0.4019,0.6352424436561384
texts_climate_only_Zone1,UNGA45_1990_DJI_45_1990_CLIMATE.txt,,sentences,1,0.4215,0.4215,0.0
texts_climate_only_Zone1,UNGA45_1990_DMA_45_1990_CLIMATE.txt,,sentences,1,-0.5574,-0.5574,0.0
texts_climate_only_Zone1,UNGA45_1990_DNK_45_1990_CLIMATE.txt,,sentences,3,0.1388,0.3612,0.3989879948068613
texts_climate_only_Zone1,UNGA45_1990_FIN_45_1990_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA45_1990_FJI_45_1990_CLIMATE.txt,,sentences,2,0.03845,0.03845,0.06425
texts_climate_only_Zone1,UNGA45_1990_GBR_45_1990_CLIMATE.txt,,sentences,2,-0.16765,-0.16765,0.16765
texts_climate_only_Zone1,UNGA45_1990_GIN_45_1990_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA45_1990_GRD_45_1990_CLIMATE.txt,,sentences,1,-0.9136,-0.9136,0.0
texts_climate_only_Zone1,UNGA45_1990_ISL_45_1990_CLIMATE.txt,,sentences,2,0.3825,0.3825,0.3825
texts_climate_only_Zone1,UNGA45_1990_JPN_45_1990_CLIMATE.txt,,sentences,2,-0.81455,-0.81455,0.01254999999999995
texts_climate_only_Zone1,UNGA45_1990_KNA_45_1990_CLIMATE.txt,,sentences,1,-0.128,-0.128,0.0
texts_climate_only_Zone1,UNGA45_1990_LUX_45_1990_CLIMATE.txt,,sentences,6,0.22511666666666666,0.44094999999999995,0.45834867883401703
texts_climate_only_Zone1,UNGA45_1990_MDV_45_1990_CLIMATE.txt,,sentences,10,0.19612000000000002,0.1531,0.38802660939682987
texts_climate_only_Zone1,UNGA45_1990_MEX_45_1990_CLIMATE.txt,,sentences,1,0.296,0.296,0.0
texts_climate_only_Zone1,UNGA45_1990_MLT_45_1990_CLIMATE.txt,,sentences,1,0.4767,0.4767,0.0
texts_climate_only_Zone1,UNGA45_1990_NAM_45_1990_CLIMATE.txt,,sentences,1,-0.6478,-0.6478,0.0
texts_climate_only_Zone1,UNGA45_1990_NER_45_1990_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA45_1990_NLD_45_1990_CLIMATE.txt,,sentences,4,0.299875,0.44299999999999995,0.5056055002420365
texts_climate_only_Zone1,UNGA45_1990_NOR_45_1990_CLIMATE.txt,,sentences,2,0.0387,0.0387,0.0129
texts_climate_only_Zone1,UNGA45_1990_NZL_45_1990_CLIMATE.txt,,sentences,2,-0.15130000000000002,-0.15130000000000002,0.5079
texts_climate_only_Zone1,UNGA45_1990_OMN_45_1990_CLIMATE.txt,,sentences,3,0.3609,0.4019,0.2794433872301627
texts_climate_only_Zone1,UNGA45_1990_PNG_45_1990_CLIMATE.txt,,sentences,2,-0.06669999999999998,-0.06669999999999998,0.6241
texts_climate_only_Zone1,UNGA45_1990_SWE_45_1990_CLIMATE.txt,,sentences,1,0.25,0.25,0.0
texts_climate_only_Zone1,UNGA45_1990_TGO_45_1990_CLIMATE.txt,,sentences,1,-0.8271,-0.8271,0.0
texts_climate_only_Zone1,UNGA45_1990_TUN_45_1990_CLIMATE.txt,,sentences,1,-0.7506,-0.7506,0.0
texts_climate_only_Zone1,UNGA45_1990_TUR_45_1990_CLIMATE.txt,,sentences,1,0.7269,0.7269,0.0
texts_climate_only_Zone1,UNGA45_1990_VUT_45_1990_CLIMATE.txt,,sentences,2,-0.3024,-0.3024,0.26639999999999997
texts_climate_only_Zone1,UNGA45_1990_WSM_45_1990_CLIMATE.txt,,sentences,2,0.5761000000000001,0.5761000000000001,0.3261
texts_climate_only_Zone1,UNGA46_1991_ATG_46_1991_CLIMATE.txt,,sentences,5,-0.2987,-0.2186,0.35909548590869256
texts_climate_only_Zone1,UNGA46_1991_AUS_46_1991_CLIMATE.txt,,sentences,1,0.7184,0.7184,0.0
texts_climate_only_Zone1,UNGA46_1991_BGD_46_1991_CLIMATE.txt,,sentences,1,0.847,0.847,0.0
texts_climate_only_Zone1,UNGA46_1991_BGR_46_1991_CLIMATE.txt,,sentences,1,-0.3879,-0.3879,0.0
texts_climate_only_Zone1,UNGA46_1991_BHR_46_1991_CLIMATE.txt,,sentences,1,-0.5719,-0.5719,0.0
texts_climate_only_Zone1,UNGA46_1991_BHS_46_1991_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA46_1991_BLR_46_1991_CLIMATE.txt,,sentences,1,0.8266,0.8266,0.0
texts_climate_only_Zone1,UNGA46_1991_BLZ_46_1991_CLIMATE.txt,,sentences,2,-0.06795000000000001,-0.06795000000000001,0.48945
texts_climate_only_Zone1,UNGA46_1991_BTN_46_1991_CLIMATE.txt,,sentences,2,0.0242,0.0242,0.2021
texts_climate_only_Zone1,UNGA46_1991_CAN_46_1991_CLIMATE.txt,,sentences,2,0.29675,0.29675,0.14365
texts_climate_only_Zone1,UNGA46_1991_COG_46_1991_CLIMATE.txt,,sentences,1,0.0516,0.0516,0.0
texts_climate_only_Zone1,UNGA46_1991_CPV_46_1991_CLIMATE.txt,,sentences,1,-0.7096,-0.7096,0.0
texts_climate_only_Zone1,UNGA46_1991_DNK_46_1991_CLIMATE.txt,,sentences,2,0.3994,0.3994,0.05939999999999998
texts_climate_only_Zone1,UNGA46_1991_FIN_46_1991_CLIMATE.txt,,sentences,5,-0.07264000000000001,0.0,0.32522412333650774
texts_climate_only_Zone1,UNGA46_1991_FJI_46_1991_CLIMATE.txt,,sentences,3,-0.17020000000000002,0.0,0.2406991483159008
texts_climate_only_Zone1,UNGA46_1991_FSM_46_1991_CLIMATE.txt,,sentences,17,0.2342,0.2732,0.41929401729714255
texts_climate_only_Zone1,UNGA46_1991_GHA_46_1991_CLIMATE.txt,,sentences,1,0.1531,0.1531,0.0
texts_climate_only_Zone1,UNGA46_1991_GMB_46_1991_CLIMATE.txt,,sentences,1,-0.6395,-0.6395,0.0
texts_climate_only_Zone1,UNGA46_1991_GRD_46_1991_CLIMATE.txt,,sentences,1,0.6808,0.6808,0.0
texts_climate_only_Zone1,UNGA46_1991_IDN_46_1991_CLIMATE.txt,,sentences,1,0.8316,0.8316,0.0
texts_climate_only_Zone1,UNGA46_1991_IRL_46_1991_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA46_1991_JOR_46_1991_CLIMATE.txt,,sentences,2,0.08895,0.08895,0.08895
texts_climate_only_Zone1,UNGA46_1991_JPN_46_1991_CLIMATE.txt,,sentences,2,-0.13174999999999998,-0.13174999999999998,0.62565
texts_climate_only_Zone1,UNGA46_1991_KHM_46_1991_CLIMATE.txt,,sentences,1,0.1531,0.1531,0.0
texts_climate_only_Zone1,UNGA46_1991_KNA_46_1991_CLIMATE.txt,,sentences,1,-0.0772,-0.0772,0.0
texts_climate_only_Zone1,UNGA46_1991_MDV_46_1991_CLIMATE.txt,,sentences,2,-0.1866,-0.1866,0.10939999999999998
texts_climate_only_Zone1,UNGA46_1991_MHL_46_1991_CLIMATE.txt,,sentences,4,0.09357499999999999,-0.1003,0.4469695424466862
texts_climate_only_Zone1,UNGA46_1991_MLT_46_1991_CLIMATE.txt,,sentences,3,0.0921,0.128,0.2847438966275953
texts_climate_only_Zone1,UNGA46_1991_MUS_46_1991_CLIMATE.txt,,sentences,1,-0.6608,-0.6608,0.0
texts_climate_only_Zone1,UNGA46_1991_MYS_46_1991_CLIMATE.txt,,sentences,2,0.71095,0.71095,0.11154999999999998
texts_climate_only_Zone1,UNGA46_1991_NGA_46_1991_CLIMATE.txt,,sentences,1,-0.7564,-0.7564,0.0
texts_climate_only_Zone1,UNGA46_1991_NLD_46_1991_CLIMATE.txt,,sentences,1,0.6908,0.6908,0.0
texts_climate_only_Zone1,UNGA46_1991_NOR_46_1991_CLIMATE.txt,,sentences,4,0.164925,0.2294,0.43226090139521056
texts_climate_only_Zone1,UNGA46_1991_PNG_46_1991_CLIMATE.txt,,sentences,3,-0.19783333333333333,-0.4215,0.45797892479409524
texts_climate_only_Zone1,UNGA46_1991_SEN_46_1991_CLIMATE.txt,,sentences,2,0.14590000000000003,0.14590000000000003,0.6047
texts_climate_only_Zone1,UNGA46_1991_SGP_46_1991_CLIMATE.txt,,sentences,1,-0.5267,-0.5267,0.0
texts_climate_only_Zone1,UNGA46_1991_SLB_46_1991_CLIMATE.txt,,sentences,3,0.27286666666666665,0.128,0.4778188801441633
texts_climate_only_Zone1,UNGA46_1991_SWE_46_1991_CLIMATE.txt,,sentences,1,0.4767,0.4767,0.0
texts_climate_only_Zone1,UNGA46_1991_TTO_46_1991_CLIMATE.txt,,sentences,1,-0.8074,-0.8074,0.0
texts_climate_only_Zone1,UNGA46_1991_URY_46_1991_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone1,UNGA46_1991_VCT_46_1991_CLIMATE.txt,,sentences,1,-0.296,-0.296,0.0
texts_climate_only_Zone1,UNGA46_1991_VUT_46_1991_CLIMATE.txt,,sentences,7,0.21462857142857142,0.0,0.3178484217102131
texts_climate_only_Zone1,UNGA46_1991_WSM_46_1991_CLIMATE.txt,,sentences,1,-0.5267,-0.5267,0.0
texts_climate_only_Zone1,UNGA46_1991_ZMB_46_1991_CLIMATE.txt,,sentences,1,0.6705,0.6705,0.0
texts_climate_only_Zone2,UNGA47_1992_ATG_47_1992_CLIMATE.txt,,sentences,2,-0.83735,-0.83735,0.07944999999999997
texts_climate_only_Zone2,UNGA47_1992_BFA_47_1992_CLIMATE.txt,,sentences,2,0.45505,0.45505,0.18185
texts_climate_only_Zone2,UNGA47_1992_BGD_47_1992_CLIMATE.txt,,sentences,1,0.7494,0.7494,0.0
texts_climate_only_Zone2,UNGA47_1992_BRA_47_1992_CLIMATE.txt,,sentences,1,0.4588,0.4588,0.0
texts_climate_only_Zone2,UNGA47_1992_BRB_47_1992_CLIMATE.txt,,sentences,2,0.29205,0.29205,0.08974999999999998
texts_climate_only_Zone2,UNGA47_1992_CAN_47_1992_CLIMATE.txt,,sentences,1,0.9201,0.9201,0.0
texts_climate_only_Zone2,UNGA47_1992_CHL_47_1992_CLIMATE.txt,,sentences,1,0.8625,0.8625,0.0
texts_climate_only_Zone2,UNGA47_1992_CHN_47_1992_CLIMATE.txt,,sentences,2,0.29600000000000004,0.29600000000000004,0.3164
texts_climate_only_Zone2,UNGA47_1992_CMR_47_1992_CLIMATE.txt,,sentences,1,0.8768,0.8768,0.0
texts_climate_only_Zone2,UNGA47_1992_COD_47_1992_CLIMATE.txt,,sentences,1,0.6908,0.6908,0.0
texts_climate_only_Zone2,UNGA47_1992_COM_47_1992_CLIMATE.txt,,sentences,1,0.2805,0.2805,0.0
texts_climate_only_Zone2,UNGA47_1992_CUB_47_1992_CLIMATE.txt,,sentences,1,-0.9607,-0.9607,0.0
texts_climate_only_Zone2,UNGA47_1992_DEU_47_1992_CLIMATE.txt,,sentences,1,0.6369,0.6369,0.0
texts_climate_only_Zone2,UNGA47_1992_DNK_47_1992_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone2,UNGA47_1992_DOM_47_1992_CLIMATE.txt,,sentences,1,0.4019,0.4019,0.0
texts_climate_only_Zone2,UNGA47_1992_ETH_47_1992_CLIMATE.txt,,sentences,1,0.6124,0.6124,0.0
texts_climate_only_Zone2,UNGA47_1992_FJI_47_1992_CLIMATE.txt,,sentences,4,0.08395,0.125,0.2586971346961539
texts_climate_only_Zone2,UNGA47_1992_FRA_47_1992_CLIMATE.txt,,sentences,2,0.17629999999999998,0.17629999999999998,0.47229999999999994
texts_climate_only_Zone2,UNGA47_1992_FSM_47_1992_CLIMATE.txt,,sentences,12,-0.028600000000000004,0.1887,0.47274331654010004
texts_climate_only_Zone2,UNGA47_1992_GAB_47_1992_CLIMATE.txt,,sentences,1,0.5927,0.5927,0.0
texts_climate_only_Zone2,UNGA47_1992_GMB_47_1992_CLIMATE.txt,,sentences,1,0.0,0.0,0.0
texts_climate_only_Zone2,UNGA47_1992_GRD_47_1992_CLIMATE.txt,,sentences,1,0.4404,0.4404,0.0
texts_climate_only_Zone2,UNGA47_1992_IDN_47_1992_CLIMATE.txt,,sentences,2,0.928,0.928,0.0020000000000000018
texts_climate_only_Zone2,UNGA47_1992_KNA_47_1992_CLIMATE.txt,,sentences,1,0.2732,0.2732,0.0
texts_climate_only_Zone2,UNGA47_1992_LAO_47_1992_CLIMATE.txt,,sentences,1,-0.5719,-0.5719,0.0
texts_climate_only_Zone2,UNGA47_1992_LBN_47_1992_CLIMATE.txt,,sentences,1,0.4767,0.4767,0.0
texts_climate_only_Zone2,UNGA47_1992_LBR_47_1992_CLIMATE.txt,,sentences,1,0.5859,0.5859,0.0
